amie,nombre_institucion
13H03371,ESCUELA DE EDUCACION BASICA ELOY ALFARO
13H03411,ESCUELA  MARCOS MANUEL MERO LOPEZ
13H03426,UNIDAD EDUCATIVA LA INMACULADA
13H03464,UEF FANNY DE BAIRD
13H03640,ARELISA LEONOR VERA GONGORA
13H03721,EUGENIO ESPEJO
13H03760,VENEZUELA 104
13H03771,UNIDAD EDUCATIVA BELLAVISTA
13H04039,SANTA ROSA
13H04166,ESCUELA DE EDUCACION BASICA DR CAMILO GALLEGOS DOMINGUEZ
13H04278,UNIDAD EDUCATIVA JUAN LEON MERA
13H04380,PAQUISHA
13H04581,CRUZ DEL NORTE
13H04595,PINCELADAS
13H04720,ESCUELA EDUCACION BASICA TERESA ZAMBRANO
13H05397,UNIDAD EDUCATIVA RAMBUCHE
13H05427,UNIDAD EDUCATIVA DIANA ESTHER GUERRERO VARGAS
13H05429,UNIDAD EDUCATIVA DR. JOSÉ MARÍA EGAS
13H05434,OLGA PATRICIA ACEBO ALVAREZ
14H00006,ESCUELA DE EDUCACION BASICA ELOY ALFARO
14H00463,UNIDAD EDUCATIVA TEMPORAL REAL AUDIENCIA DE QUITO
17H00124,CAMILO PONCE ENRIQUEZ
17H00177,LEONIDAS PLAZA GUTIERREZ
17H00179,GALO PLAZA LASSO
17H00314,CENTRAL TECNICO
17H00316,24 DE MAYO
17H00356,LUCES DEL AMANECER
17H00358,BOGOTA
17H00422,ACADEMIA MILITAR GENERAL MIGUEL ITURRALDE
17H00453,CRISTO DEL CONSUELO
17H00558,SION INTERNATIONAL CHRISTIAN SCHOOL
17H00605,REPUBLICA DE IRAK
17H00678,FEDERICO GAUSS
17H00799,DIEZ DE AGOSTO
17H00839,ISABEL TOBAR
17H00896,UNIDAD EDUCATIVA PARTICULAR CARDENAL SPELLMAN
17H00931,AMAZONAS
17H00988,OTTO AROSEMENA GOMEZ
17H01201,PEREZ PALLARES
17H01243,FRANCISCO JAVIER SALAZAR
17H01251,COLEGIO FISCAL 11 DE MARZO
17H01353,JULIO MARIA MATOVELLE
17H01472,MIGUEL DE SANTIAGO
17H01510,HONORATO VASQUEZ
17H01514,2 DE AGOSTO
17H01521,CALACALI
17H01573,CLUB ARABE ECUATORIANO
17H01591,ALEJANDRO DUMAS
17H01606,PABLO MUÑOZ VEGA
17H01699,GENERAL MARCO AURELIO SUBIA MARTINEZ
17H01805,GUAYLLABAMBA
17H01850,TUPAC YUPANQUI
17H01908,MANABI
17H01917,COSTA RICA
17H01951,MANUEL CORDOVA GALARZA
17H02038,CLEMENTE VALLEJO LARREA
17H02044,29 DE MAYO
17H02107,24 DE JULIO
17H02186,HIMMELMANN
17H02188,ALINA CAMPANA DE JARRIN
17H02219,AYACUCHO
17H02228,CAP. JULIAN QUITO
17H02236,UNIDAD EDUCATIVA INGAPIRCA
17H02332,JUAN AMADOR
17H02344,TABACUNDO
17H02390,UNIDAD EDUCATIVA JACINTO JIJON Y CAAMANO
17H02398,EL CAMINO
17H02595,LIBERTADOR SIMON BOLIVAR
17H02765,ACADEMIA COTOPAXI
17H02956,LEON N COOPER
17H02995,RUMIÑAHUI
17H03000,NAVARRA
17H03062,NUEVO AMANECER
17H03238,PIERRE DE COUBERTIN
17H04335,UNIDAD EDUCATIVA PARTICULAR ALBERT BANDURA SCHOOL
17H04389,UNIDAD EDUCATIVA PARTICULAR “CONCENTRACIÓN DEPORTIVA DE PICHINCHA”
17H04398,UNIDAD EDUCATIVA PARTICULAR MINE SCHOOL
17H04529,UNIDAD EDUCATIVA ISABEL ROBALINO
18H00043,MENOR INDOAMERICA
18H00044,UNIDAD EDUCATIVA PARTICULAR RICARDO DESCALZI
18H00061,SERGIO QUIROLA
18H00113,PENSIONADO LA MERCED
18H00555,ALBERT EINSTEIN
19H00088,LUIS FELIPE BORJA NRO 8
19H00481,RIO CANCHIS
19H00617,UNIDAD EDUCATIVA DEL MILENIO ARUTAM
20H00027,UNIDAD EDUCATIVA ADVENTISTA LOMA LINDA
21H00178,TRES PALMAS
21H00247,SEBASTIAN DE BENALCAZAR
21H00524,ARIEL
21H00614,COLEGIO GUILLERMO BUSTAMANTE CEVALLOS
23H00112,ANTONIO NEUMANE
23H00295,JULIO MORENO ESPINOSA
23H00314,UNIDAD EDUCATIVA PARTICULAR LICEO DE LAS AMERICAS
23H00396,9 DE OCTUBRE
23H00441,DR. ALFREDO BAQUERIZO MORENO
23H00465,ALLURIQUIN
23H00520,ESCUELA ED. BAS. ANTONIO BASTIDAS
23H00538,UNIDAD EDUCATIVA TRECE DE ABRIL
23H00583,CESAR BORJA LAVAYEN
23H00634,JOHN F. KENNEDY
23H00820,UNIDAD EDUCATIVA JAIME MOLA
23H00822,MYR. LUIS ANIBAL YEPEZ
23H00835,NIDAD EDUCATIVA LUIS VARGAS TORRES
24H00084,MIGUEL DE LETAMENDI
24H00110,DOCTOR FRANCISCO CAMPOS RIVADENEIRA
24H00150,DR ANTONIO MOYA SANCHEZ
24H00179,UNIDAD EDUCATIVA ANCON
24H00190,UNIDAD EDUCATIVA LICEO CRISTIANO PENINSULAR
24H00241,ABDON CALDERON GARAICOA
24H00242,ALFA Y OMEGA
24H00263,DOCE DE JULIO
24H00337,SIMON BOLIVAR
24H00413,CEREZAL-BELLAVISTA
